MovieKey,DateKey,Budget,Revenue,VoteAverage,VoteCount,Popularity,Runtime,Profit
137113,20140527,178000000,370541256,7.6,4858,79.456485,113.0,192541256
9804,19950728,175000000,264218220,5.9,992,44.640292,135.0,89218220
14869,20090804,175000000,302469017,5.6,1962,32.852443,118.0,127469017
150540,20150609,175000000,857611174,8.0,6560,128.655964,94.0,682611174
278927,20160407,175000000,966550600,6.7,2892,94.199316,106.0,791550600
10138,20100428,200000000,623933331,6.6,6849,77.300194,124.0,423933331
58595,20120530,170000000,396600000,5.8,3118,77.178973,127.0,226600000
102651,20140528,180000000,758539785,7.0,4496,110.620647,97.0,578539785
119450,20140626,170000000,710644566,7.3,4410,243.791743,130.0,540644566
79698,20150213,27000000,0,4.8,34,2.418535,109.0,-27000000
64686,20131206,175000000,150962475,5.9,1326,41.796339,119.0,-24037525
100402,20140320,170000000,714766572,7.6,5764,72.225265,136.0,544766572
10192,20100516,165000000,752600867,6.0,1959,44.041186,93.0,587600867
158852,20150519,190000000,209154322,6.2,2846,130.311355,130.0,19154322
177572,20141024,165000000,652105443,7.8,6135,203.73459,102.0,487105443
82690,20121101,165000000,471222889,7.1,4570,62.341073,108.0,306222889
5255,20041110,165000000,305875730,6.4,1474,47.323228,100.0,140875730
47933,20160622,165000000,389681935,4.9,2491,48.775723,120.0,224681935
10191,20100305,165000000,494878759,7.5,4227,67.263269,98.0,329878759
296,20030702,200000000,435000000,5.9,2143,69.405188,109.0,235000000
118340,20140730,170000000,773328629,7.9,9742,481.098624,121.0,603328629
157336,20141105,165000000,675120017,8.1,10867,724.247784,169.0,510120017
27205,20100714,160000000,825532764,8.1,13752,167.58371,148.0,665532764
315011,20160729,15000000,77000000,6.5,143,9.476999,120.0,62000000
49051,20121126,250000000,1021103568,7.0,8297,108.849621,169.0,771103568
9799,20010622,38000000,207283925,6.6,3428,6.909942,106.0,169283925
4922,20081124,150000000,333932083,7.3,3292,60.269279,166.0,183932083
49538,20110524,160000000,353624124,7.1,5181,3.195174,132.0,193624124
131634,20151118,160000000,653428261,6.6,3984,127.284427,137.0,493428261
27022,20100713,150000000,215283742,5.8,1470,35.580815,109.0,65283742
503,20060512,160000000,181674817,5.5,583,21.133748,99.0,21674817
241259,20160525,170000000,299370084,6.5,1725,56.268916,113.0,129370084
810,20070517,160000000,798958165,6.0,2278,42.986467,93.0,638958165
68735,20160525,160000000,433677183,6.3,2268,63.148529,123.0,273677183
87101,20150623,155000000,440603537,5.8,3631,202.042635,126.0,285603537
10140,20100813,155000000,415686217,6.2,1514,49.661984,113.0,260686217
676,20010521,140000000,449220945,6.6,1791,34.20669,183.0,309220945
1858,20070627,150000000,709709780,6.6,4040,25.468493,144.0,559709780
1966,20041121,155000000,167298192,5.6,927,39.019229,175.0,12298192
675,20070628,150000000,938212738,7.4,5494,78.144395,138.0,788212738
674,20051105,150000000,895921036,7.5,5608,101.250416,157.0,745921036
8960,20080701,150000000,624029371,6.2,2961,56.758411,92.0,474029371
6479,20071214,150000000,585349010,6.9,4853,70.867401,101.0,435349010
118,20050713,150000000,474968763,6.7,3624,53.905592,115.0,324968763
2062,20070622,150000000,623722818,7.5,4369,65.677399,111.0,473722818
272,20050610,150000000,374218673,7.5,7359,115.040024,140.0,224218673
10527,20081030,150000000,603900354,6.2,1810,44.141021,89.0,453900354
18360,20090520,150000000,413106170,5.9,1971,81.781591,105.0,263106170
2080,20090428,150000000,373062864,6.2,4021,5.954334,107.0,223062864
605,20031105,150000000,424988211,6.4,3096,73.313918,129.0,274988211
109445,20131127,150000000,1274219009,7.3,5295,165.125366,102.0,1124219009
604,20030515,150000000,738599701,6.7,3443,70.78591,138.0,588599701
76338,20131029,170000000,644571402,6.8,4755,99.499595,112.0,474571402
76341,20150513,150000000,378858340,7.2,9427,434.278564,120.0,228858340
13448,20090513,150000000,356613439,6.5,2129,67.447636,138.0,206613439
10195,20110421,150000000,449326618,6.6,6525,86.493424,115.0,299326618
13053,20081121,150000000,309979994,6.3,1750,41.845878,98.0,159979994
19585,20090721,150000000,292817841,5.1,510,26.710398,88.0,142817841
57165,20120327,150000000,301000000,5.5,1431,44.927635,99.0,151000000
62213,20120508,150000000,245527149,5.7,2320,50.306728,113.0,95527149
177677,20150723,150000000,682330139,7.1,3224,114.522237,131.0,532330139
7978,20100211,150000000,0,5.5,549,21.214571,102.0,-150000000
5559,20071028,150000000,287594577,5.7,1171,29.332905,91.0,137594577
49444,20110525,150000000,665692281,6.7,1880,51.247321,91.0,515692281
10196,20100630,150000000,318502923,4.7,1151,33.769336,103.0,168502923
956,20060503,150000000,397850012,6.5,2028,63.079003,126.0,247850012
117251,20130627,150000000,205366737,6.4,1891,39.004588,131.0,55366737
50321,20110309,150000000,38992758,5.5,199,12.362599,88.0,-111007242
11619,20061022,149000000,64459316,6.0,874,22.550135,85.0,-84540684
266647,20150924,150000000,128388320,5.9,954,48.03528,111.0,-21611680
82703,20140207,145000000,272912430,6.7,843,38.73494,92.0,127912430
652,20040513,175000000,497409852,6.9,2759,66.803149,163.0,322409852
80321,20120606,145000000,746921274,6.4,1808,44.989192,93.0,601921274
36669,20021117,140000000,431971116,5.8,1092,54.159392,133.0,291971116
43074,20160714,144000000,229147509,5.3,2142,66.21806,116.0,85147509
95,19980701,140000000,553799566,6.4,2482,58.485967,151.0,413799566
608,20020703,140000000,441818803,6.0,3114,91.332849,88.0,301818803
2310,20071105,70000000,195735876,5.5,841,35.601665,115.0,125735876
140300,20160123,145000000,521170825,6.7,1603,56.747978,95.0,376170825
56292,20111207,145000000,694713380,6.8,3972,77.77477,133.0,549713380
81188,20121121,145000000,306941670,7.1,1922,61.788035,97.0,161941670
7552,20051221,100000000,202026112,5.9,627,25.159168,90.0,102026112
616,20031205,140000000,456758981,7.3,1895,52.341226,154.0,316758981
147441,20141203,140000000,268031828,5.6,1921,101.599427,150.0,128031828
13475,20090506,150000000,385680446,7.4,4518,73.616808,127.0,235680446
557,20020501,139000000,821708551,6.8,5265,82.502566,121.0,682708551
82702,20140612,145000000,609123048,7.6,3106,100.21391,102.0,464123048
205584,20160225,140000000,150680864,5.3,1277,56.257249,127.0,10680864
10048,20050728,135000000,76932943,4.9,331,17.88953,121.0,-58067057
13183,20090305,130000000,185258983,7.0,2811,64.798873,163.0,55258983
944,19980710,140000000,285444603,6.3,767,24.855701,127.0,145444603
1927,20030619,137000000,245360480,5.3,1533,34.981698,138.0,108360480
72559,20130326,130000000,371876278,5.4,3025,59.325589,110.0,241876278
7364,20050406,130000000,119269486,5.7,434,21.605568,124.0,-10730514
2114,20010702,137000000,85131830,5.9,433,26.074908,106.0,-51868170
1771,20110722,140000000,370569774,6.6,7047,74.506246,124.0,230569774
36643,19991108,135000000,361832400,6.0,862,39.604363,128.0,226832400
8619,20031114,150000000,212011111,6.9,790,36.973031,138.0,62011111
50620,20121113,120000000,829000000,6.1,2553,99.687084,115.0,709000000
65759,20111117,130000000,150406466,5.8,373,17.7735,100.0,20406466
1724,20080612,150000000,163712074,6.1,3021,62.898336,114.0,13712074
267935,20160601,140000000,183345589,6.0,1000,44.19092,120.0,43345589
281957,20151225,135000000,532950503,7.3,6396,100.635882,156.0,397950503
77950,20130711,135000000,282570682,6.1,1074,44.765377,96.0,147570682
44896,20110302,135000000,245724603,6.6,2051,29.91353,107.0,110724603
270946,20141122,132000000,373552094,6.5,1346,84.366984,92.0,241552094
2503,20070803,70000000,442824138,7.3,2888,45.381501,115.0,372824138
9502,20080604,130000000,631744560,6.9,3145,84.689648,90.0,501744560
102899,20150714,130000000,519311965,7.0,5880,120.09361,117.0,389311965
101299,20131115,130000000,847423452,7.4,6495,76.310119,146.0,717423452
228161,20150318,135000000,368871007,6.8,1519,63.473086,94.0,233871007
74,20050628,132000000,591739379,6.2,2322,48.572726,116.0,459739379
8961,20030718,130000000,273339556,6.3,1564,38.068736,147.0,143339556
417859,20111028,130000000,554987477,6.4,451,20.678787,90.0,424987477
27576,20100721,110000000,293329073,6.2,2093,48.829437,100.0,183329073
86834,20140320,125000000,362637473,5.6,2350,46.115758,139.0,237637473
17578,20111025,130000000,371940071,6.7,2061,89.938296,107.0,241940071
673,20040531,130000000,789804554,7.7,5877,79.679601,141.0,659804554
6972,20081118,130000000,49554002,6.3,694,28.840997,165.0,-80445998
82700,20130530,130000000,243843127,5.0,2532,42.840582,100.0,113843127
10567,20000519,127500000,354248063,6.2,542,26.548594,82.0,226748063
181533,20141217,127000000,349424282,6.1,1851,115.597753,97.0,222424282
38055,20101028,130000000,321887208,6.7,1918,68.757242,95.0,191887208
671,20011116,125000000,976475550,7.5,7006,109.984351,152.0,851475550
49524,20130718,130000000,61648500,5.4,1260,39.448066,96.0,-68351500
22,20030709,140000000,655011224,7.5,6985,271.972889,143.0,515011224
131631,20141118,125000000,752100229,6.6,5584,206.227151,123.0,627100229
591,20060517,125000000,767820459,6.5,2704,45.313197,149.0,642820459
172385,20140319,103000000,500188435,6.3,978,42.40024,102.0,397188435
36658,20030424,110000000,407711549,6.8,3506,2.871739,133.0,297711549
51497,20110420,125000000,626137675,7.1,2438,7.255718,130.0,501137675
58574,20111122,125000000,334615000,7.0,3886,81.499621,129.0,209615000
18823,20100401,125000000,232713139,5.6,2233,47.686442,106.0,107713139
861,19900601,65000000,261317921,7.1,1710,43.129703,113.0,196317921
1911,19990827,160000000,61698899,6.4,510,27.220157,102.0,-98301101
49040,20120808,130000000,276572938,6.0,2651,90.33681,120.0,146572938
415,19970620,125000000,238207122,4.2,1418,50.073575,125.0,113207122
8871,20001117,123000000,345141403,6.2,1386,45.419668,104.0,222141403
435,20040526,125000000,544272402,6.2,2392,41.380094,124.0,419272402
955,20000524,125000000,546388105,5.9,1928,54.931334,123.0,421388105
2133,20000315,120000000,325756637,6.2,597,25.752118,130.0,205756637
1979,20070613,130000000,289047763,5.4,2589,60.810723,92.0,159047763
87827,20121120,120000000,609016565,7.2,5797,51.328145,127.0,489016565
1250,20070216,110000000,228738393,5.2,1712,46.834704,114.0,118738393
324668,20160727,120000000,415484914,5.9,2341,62.641286,123.0,295484914
9471,20030627,120000000,259175788,5.2,914,33.616115,106.0,139175788
70981,20120530,130000000,403170142,6.3,5080,68.889395,124.0,273170142
10996,20020719,120000000,169956806,5.4,613,27.990284,78.0,49956806
68724,20130807,115000000,286140700,6.4,3439,67.33767,109.0,171140700
2789,20040611,105000000,115772733,6.3,1570,27.835436,119.0,10772733
97020,20140130,120000000,242688965,5.7,2342,66.757869,102.0,122688965
7459,20080509,120000000,93945766,5.7,354,17.060695,135.0,-26054234
42888,20101217,120000000,48668907,4.9,223,11.137655,121.0,-71331093
37834,20100615,117000000,261930431,5.9,1547,44.906918,109.0,144930431
75612,20130410,120000000,286168572,6.4,4800,67.698004,124.0,166168572
1895,20050517,113000000,850000000,7.1,4116,44.108427,140.0,737000000
1894,20020515,120000000,649398328,6.4,3992,43.987061,142.0,529398328
585,20011101,115000000,562816256,7.5,5996,106.815545,92.0,447816256
76170,20130723,120000000,415440673,6.3,4053,15.953444,126.0,295440673
1893,19990519,115000000,924317558,6.3,4432,54.035265,136.0,809317558
49519,20130320,135000000,585178928,6.8,2399,64.183321,98.0,450178928
2395,20080113,97250400,132900000,5.0,471,20.344364,116.0,35649600
12100,20020614,115000000,77628265,5.8,341,18.714197,134.0,-37371735
290595,20160406,115000000,164602163,6.0,1523,60.467984,114.0,49602163
98566,20140807,125000000,477200000,5.8,2636,143.350376,101.0,352200000
49047,20130927,105000000,716392705,7.3,5751,110.153618,91.0,611392705
9619,19970207,116000000,178127760,5.7,428,16.90444,108.0,62127760
308531,20160601,135000000,245623848,5.8,963,39.873791,112.0,110623848
166424,20150805,120000000,167977596,4.4,2278,38.126095,100.0,47977596
1593,20061020,110000000,574480841,6.3,2862,48.780039,108.0,464480841
254128,20150527,110000000,470490832,6.0,2968,100.412364,114.0,360490832
714,19971211,110000000,333011068,6.0,925,42.887121,119.0,223011068
2024,20000628,110000000,215294342,6.8,1099,23.657284,165.0,105294342
163,20041209,110000000,362744280,6.4,2124,76.840712,125.0,252744280
787,20050607,110000000,478207520,6.5,2965,44.635452,120.0,368207520
262500,20150318,110000000,295238201,6.2,3829,103.718387,119.0,185238201
2567,20041217,116000000,102000000,7.0,1489,45.616098,170.0,-14000000
38745,20101225,112000000,237382724,4.9,621,22.845143,85.0,125382724
40805,20110112,120000000,227817248,5.5,1251,31.703608,119.0,107817248
53182,20140305,110000000,337580051,6.1,2397,71.510596,102.0,227580051
41513,20110729,110000000,563749323,5.5,1179,36.65422,103.0,453749323
13700,20040402,110000000,103951461,5.7,389,19.625972,76.0,-6048539
262504,20160309,110000000,179246868,5.9,1998,86.105615,121.0,69246868
39254,20110928,110000000,299268508,6.6,2692,37.195046,127.0,189268508
77931,20130730,105000000,347434178,5.5,695,32.473628,105.0,242434178
1639,19970613,160000000,164508066,4.1,434,23.336875,121.0,4508066
80274,20131023,110000000,125537191,6.6,2303,45.94834,114.0,15537191
1571,20070620,110000000,383531464,6.4,2089,48.93337,128.0,273531464
120,20011218,93000000,871368364,8.0,8705,138.049577,178.0,778368364
10204,20040616,110000000,72178895,5.7,672,22.643776,120.0,-37821105
8489,20011211,107000000,87713825,6.7,447,18.866672,157.0,-19286175
10588,20031121,0,0,4.9,366,18.251129,82.0,0
2048,20040715,120000000,347234916,6.7,3793,95.914473,115.0,227234916
1495,20050503,130000000,211643158,6.6,1157,44.490453,144.0,81643158
10137,19991217,133000000,300135367,5.8,959,30.475297,84.0,167135367
10198,20091208,105000000,267045765,6.7,1247,62.479574,97.0,162045765
286217,20150930,108000000,630161890,7.6,7268,167.93287,141.0,522161890
1635,20050720,126000000,162949164,6.5,1770,37.68056,136.0,36949164
24113,20010427,90000000,10372291,3.7,16,1.004579,104.0,-79627709
9679,20000609,90000000,237202299,6.1,1485,52.995628,118.0,147202299
98,20000501,103000000,457640427,7.9,5439,95.301296,155.0,354640427
180,20020620,102000000,358372926,7.1,2608,65.948959,145.0,256372926
672,20021113,100000000,876688482,7.4,5815,132.397737,161.0,776688482
36557,20061114,150000000,599045960,7.3,3855,88.935165,144.0,449045960
869,20010725,100000000,362211740,5.6,1243,51.188633,119.0,262211740
280,19910701,100000000,520000000,7.7,4185,101.74155,137.0,420000000
11322,20090701,80000000,214104620,6.5,1344,33.691694,140.0,134104620
4982,20071102,100000000,266465037,7.4,1502,42.361215,157.0,166465037
36955,19940714,115000000,378882411,6.8,1116,38.729418,141.0,263882411
18487,20090611,100000000,150166126,6.2,954,40.597856,106.0,50166126
39451,20101221,100000000,310650585,5.4,1060,32.389353,98.0,210650585
27581,20100806,100000000,170432927,6.1,1383,24.399642,107.0,70432927
9268,19960621,100000000,242295562,5.6,543,24.507987,115.0,142295562
68718,20121225,100000000,425368238,7.8,10099,82.121691,165.0,325368238
10545,19960621,100000000,100138851,6.8,1129,46.727941,91.0,138851
11688,20001209,100000000,169327687,7.2,1490,51.113717,78.0,69327687
76163,20120808,100000000,312573423,6.1,2896,53.732892,103.0,212573423
2059,20041119,100000000,347451894,6.4,1926,58.849256,131.0,247451894
2486,20061214,100000000,249288105,4.9,967,30.863434,104.0,149288105
16523,20091016,100000000,100086793,6.4,572,31.586215,101.0,86793
116711,20130515,100000000,268426634,6.4,1121,36.711378,102.0,168426634
37710,20101208,100000000,278731369,6.0,1699,41.426678,103.0,178731369
9946,19991124,100000000,211989043,5.5,482,20.652943,121.0,111989043
1372,20061207,100000000,170877916,7.3,2281,52.792678,143.0,70877916
106646,20131225,100000000,392000694,7.9,6571,95.007934,180.0,292000694
414,19950531,100000000,336529144,5.2,1498,48.205606,121.0,236529144
563,19971106,105000000,121214377,6.7,1560,58.782359,129.0,16214377
83542,20121026,102000000,130482868,6.6,2977,73.872343,172.0,28482868
41216,20100710,80000000,140073390,6.5,703,37.321848,97.0,60073390
314,20040722,100000000,82102379,4.2,808,32.271938,104.0,-17897621
184315,20140723,100000000,243400000,5.6,1680,76.842247,99.0,143400000
9016,20021126,140000000,109578115,7.2,948,38.924136,95.0,-30421885
18162,20090605,100000000,68688831,5.3,381,19.38841,102.0,-31311169
138103,20140804,90000000,206172544,6.1,1795,61.025639,127.0,116172544
257088,20151203,105000000,133718711,5.5,783,33.507289,114.0,28718711
10214,20050218,84000000,0,3.6,338,17.815595,94.0,-84000000
205775,20151120,100000000,93820758,6.5,1276,50.767332,122.0,-6179242
11692,20020815,100000000,7103973,4.4,142,12.092241,95.0,-92896027
22972,20100311,100000000,94882889,6.4,717,30.254021,115.0,-5117111
227973,20151105,99000000,246233113,6.5,604,34.308098,88.0,147233113
29193,19970908,10000000,13835130,7.1,73,3.091077,110.0,3835130
1734,20010428,98000000,433013274,6.0,2206,41.862983,130.0,335013274
3131,20021214,100000000,193772504,7.1,1910,46.160048,167.0,93772504
76758,20111215,94000000,95311434,7.1,187,12.516546,145.0,1311434
9408,20070608,85000000,149044513,5.9,601,23.230851,85.0,64044513
9890,20040610,90000000,102000000,5.4,334,19.224754,93.0,12000000
855,20011228,92000000,172989651,7.2,1811,44.455166,144.0,80989651
77953,20120809,0,104907746,5.6,578,16.460356,85.0,104907746
18,19970507,90000000,263920180,7.3,3885,109.528572,126.0,173920180
37786,20100526,100000000,288347692,5.4,426,18.325897,146.0,188347692
10501,20000331,95000000,76432727,7.0,858,37.054554,89.0,-18567273
57800,20120626,95000000,877244782,6.2,2672,65.229868,88.0,782244782
150689,20150312,95000000,543514353,6.7,2374,101.187052,105.0,448514353
7980,20091226,65000000,93525586,6.6,1065,29.257137,136.0,28525586
12,20030530,94000000,940335536,7.6,6122,85.688789,100.0,846335536
122,20031201,94000000,1118888979,8.1,8064,123.630332,201.0,1024888979
121,20021218,79000000,926287400,8.0,7487,106.914973,179.0,847287400
68737,20141212,95000000,114178613,5.2,957,63.628459,102.0,19178613
1995,20010611,115000000,274703340,5.7,2192,41.498631,100.0,159703340
157353,20140416,100000000,103039258,5.9,2295,58.991388,119.0,3039258
331,20010718,93000000,368780809,5.7,2077,1.859364,92.0,275780809
61791,20110803,93000000,482860185,7.0,4347,138.433168,105.0,389860185
8204,20080214,90000000,162839667,6.3,572,21.436682,95.0,72839667
47964,20130206,92000000,304654182,5.2,3493,65.402595,98.0,212654182
10733,20040407,145000000,25819961,5.8,106,10.660441,137.0,-119180039
9806,20041105,92000000,631442092,7.4,5152,77.817571,115.0,539442092
1408,19951222,98000000,10017322,5.7,136,7.029308,119.0,-87982678
32657,20100201,95000000,226497209,6.0,2010,61.121717,118.0,131497209
607,19970702,90000000,589390539,6.9,4412,104.121555,98.0,499390539
863,19991030,90000000,497366869,7.3,3806,73.575118,92.0,407366869
44048,20101104,100000000,167805466,6.3,1165,37.698465,98.0,67805466
5175,20010803,90000000,347325802,6.4,1054,35.814765,90.0,257325802
2655,20000721,100000000,155464351,6.3,488,15.835672,130.0,55464351
22794,20090917,100000000,242988466,6.5,1747,46.781182,90.0,142988466
8355,20090629,90000000,886686817,6.5,2271,69.457898,94.0,796686817
116745,20131218,90000000,188133322,7.0,3144,43.348022,114.0,98133322
4327,20001102,92000000,264105545,5.6,1232,40.20395,98.0,172105545
1422,20061005,90000000,289847354,7.9,4339,63.429157,151.0,199847354
10674,19980618,90000000,304320254,7.6,2008,67.427755,88.0,214320254
7446,20080809,92000000,188072649,6.5,1667,43.192048,107.0,96072649
65754,20111214,90000000,232617430,7.2,2434,47.651083,158.0,142617430
1572,19950519,90000000,366101666,6.9,2066,51.881077,128.0,276101666
10528,20091223,90000000,524028679,7.0,5766,57.834787,128.0,434028679
271969,20160817,100000000,94061311,5.3,621,29.608322,125.0,-5938689
10865,20010602,120000000,186053725,6.7,1224,51.548589,95.0,66053725
258509,20151217,0,233755553,5.8,428,27.867368,92.0,233755553
2253,20081225,75000000,200276000,6.7,1173,38.832842,121.0,125276000
10661,20080605,90000000,201596308,5.5,1048,40.597344,113.0,111596308
257344,20150716,88000000,243637091,5.6,2513,140.849495,105.0,155637091
644,20010629,100000000,235926552,6.8,1974,34.035114,146.0,135926552
10756,20031125,90000000,182290266,5.2,466,16.302378,99.0,92290266
686,19970711,90000000,171120329,7.2,1308,55.249434,150.0,81120329
9383,20000804,95000000,190213455,5.6,634,28.200874,112.0,95213455
179,20050408,80000000,162944923,6.2,392,18.69984,128.0,82944923
76285,20130807,90000000,174578751,5.9,1648,40.262261,106.0,84578751
1996,20030721,95000000,156505388,5.5,1418,56.811056,117.0,61505388
291805,20160602,90000000,334901337,6.7,3235,51.535701,129.0,244901337
10003,19970403,68000000,118063304,5.9,302,20.913852,116.0,50063304
1535,20011118,92000000,143049560,6.8,579,27.166757,126.0,51049560
2067,20000310,90000000,60874615,5.7,369,16.058284,114.0,-29125385
46195,20110403,90000000,484635760,6.5,2166,46.200042,96.0,394635760
2277,19991217,100000000,93700000,6.9,963,24.939295,131.0,-6300000
10357,19970425,90000000,0,5.2,376,19.836124,104.0,-90000000
4477,19970312,90000000,140807547,5.9,290,15.350451,107.0,50807547
8665,20020719,100000000,35168966,6.1,264,15.625949,138.0,-64831034
9387,19820402,20000000,79114085,6.6,650,31.802807,129.0,59114085
921,20050602,88000000,108539911,7.3,616,24.100863,144.0,20539911
49852,20101124,90000000,16178959,5.4,50,3.593349,110.0,-73821041
4464,20030722,87000000,148336445,6.7,216,14.824166,141.0,61336445
664,19960510,92000000,494471524,6.1,950,32.079995,113.0,402471524
8358,20001222,90000000,429632142,7.5,3218,57.739713,143.0,339632142
9836,20061116,100000000,384335608,5.9,1410,37.272385,108.0,284335608
2502,20040723,75000000,288500217,7.2,2825,53.213931,108.0,213500217
9772,19970725,85000000,315156409,6.2,840,36.38795,124.0,230156409
161,20011207,85000000,450717150,7.2,3783,60.929352,116.0,365717150
52451,20110831,75000000,132274484,5.6,924,36.605246,110.0,57274484
76492,20120920,85000000,358375603,6.8,2566,56.257411,91.0,273375603
4523,20071120,85000000,340487652,6.6,1449,29.21998,107.0,255487652
59961,20120209,85000000,208076205,6.3,1345,34.773106,115.0,123076205
10481,20001007,85000000,183611771,5.1,313,9.895061,100.0,98611771
59108,20111102,75000000,152930623,5.8,932,36.743324,104.0,77930623
1581,20061208,85000000,194168700,6.7,1225,44.967453,136.0,109168700
9798,19981120,90000000,250649836,6.7,1240,41.207568,132.0,160649836
22897,20091223,85000000,219103655,6.2,360,16.479851,121.0,134103655
298,20070607,85000000,311312624,6.5,1999,42.069993,122.0,226312624
7484,20060929,85000000,197309027,6.1,656,26.61951,83.0,112309027
